x1,y1,z1,x2,y2,z2,angle,type
0.743235476297841,0.117716934942774,47.5,1.21160380458113,0.0,47.5,-0.399384863292904,C
0.7525,0.0,47.5,1.21160380458113,0.0,47.5,3.14159265358979,C
0.743235476297841,0.117716934942774,47.5,1.23582465120853,0.195735395720929,47.5,-2.3076288898662,C
1.23582465120853,0.195735395720929,47.5,1.21160380458113,0.0,47.5,3.14159263251637,C
0.743235476297841,0.117716934942774,47.5,1.15230369351488,0.374406166064911,47.5,-0.399384863292904,C
1.15230369351488,0.374406166064911,47.5,1.23582465120853,0.195735395720929,47.5,3.14159265358979,C
0.715670028512103,0.232535288267148,47.5,1.15230369351488,0.374406166064911,47.5,3.14159265358979,C
1.23582465120853,0.195735395720929,47.5,1.69453875642371,0.0,47.5,-0.416981881861797,C
1.21160380458113,0.0,47.5,1.69453875642371,0.0,47.5,-2.34282292700398,C
1.23582465120853,0.195735395720929,47.5,1.75124294517327,0.277369633743561,47.5,3.14159265358979,C
1.75124294517327,0.277369633743561,47.5,1.69453875642371,0.0,47.5,-2.9845130209103,C
1.23582465120853,0.195735395720929,47.5,1.61160212641146,0.523641273361917,47.5,-0.416981881861796,C
1.61160212641146,0.523641273361917,47.5,1.75124294517327,0.277369633743561,47.5,-2.9845130209103,C
1.15230369351488,0.374406166064911,47.5,1.61160212641146,0.523641273361917,47.5,-2.34282292700399,C
1.75124294517327,0.277369633743561,47.5,2.19326811736148,0.0,47.5,-0.225076158693682,C
1.69453875642371,0.0,47.5,2.19326811736148,0.0,47.5,3.14159265358979,C
1.75124294517327,0.277369633743561,47.5,2.29800628662643,0.363968439569593,47.5,-2.6937454147303,C
2.29800628662643,0.363968439569593,47.5,2.19326811736148,0.0,47.5,3.14159265358979,C
1.75124294517327,0.277369633743561,47.5,2.08592193499904,0.677757121485443,47.5,-0.225076158693682,C
2.08592193499904,0.677757121485443,47.5,2.29800628662643,0.363968439569593,47.5,3.14159265358979,C
1.61160212641146,0.523641273361917,47.5,2.08592193499904,0.677757121485443,47.5,3.14159265358979,C
2.29800628662643,0.363968439569593,47.5,2.71511116519392,0.0,47.5,-0.223923619429745,C
2.19326811736148,0.0,47.5,2.71511116519392,0.0,47.5,-2.69144033620243,C
2.29800628662643,0.363968439569593,47.5,2.88653673249701,0.457182504852755,47.5,3.14159265358979,C
2.88653673249701,0.457182504852755,47.5,2.71511116519392,0.0,47.5,-2.9845130209103,C
2.29800628662643,0.363968439569593,47.5,2.5822241661234,0.839015491662086,47.5,-0.223923619429745,C
2.5822241661234,0.839015491662086,47.5,2.88653673249701,0.457182504852755,47.5,-2.9845130209103,C
2.08592193499904,0.677757121485443,47.5,2.5822241661234,0.839015491662086,47.5,-2.69144033620243,C
2.88653673249701,0.457182504852755,47.5,3.26868998047457,0.0,47.5,-0.159500878567745,C
2.71511116519392,0.0,47.5,3.26868998047457,0.0,47.5,3.14159265358979,C
2.88653673249701,0.457182504852755,47.5,3.53004751265831,0.559104599611408,47.5,-2.82384839758141,C
3.53004751265831,0.559104599611408,47.5,3.26868998047457,0.0,47.5,3.14159265358979,C
2.88653673249701,0.457182504852755,47.5,3.10870890567901,1.01008075330976,47.5,-0.159500878567745,C
3.10870890567901,1.01008075330976,47.5,3.53004751265831,0.559104599611408,47.5,3.14159265358979,C
2.5822241661234,0.839015491662086,47.5,3.10870890567901,1.01008075330976,47.5,3.14159265358979,C
3.53004751265831,0.559104599611408,47.5,3.86455653238299,0.0,47.5,-0.15887212800419,C
3.26868998047457,0.0,47.5,3.86455653238299,0.0,47.5,-2.8225908964543,C
3.53004751265831,0.559104599611408,47.5,4.24586522260365,0.672478986975492,47.5,3.14159265358979,C
4.24586522260365,0.672478986975492,47.5,3.86455653238299,0.0,47.5,-2.9845130209103,C
